,Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Review1,Review2,Review3,Preco,n_vendidos_categoria
1688,Calça Legging Moletom Infantil Menina Malwee Kids,5.0,6,0.11,Malwee Kids,Algodão,Meninas,Outono/Inverno,"As calças são maravilhosas malwee é malwee comprem sem medo , minha netinha tem 2 anos e 8 meses pesa 14 kilos comprei tamanho 4 ficou ótima.",Malwee sempre com muita qualidade!.,Calça muito boa. A compra teve como objetivo o uso para uniforme escolar.,51.27,25
1689,Cabide Organizador De Roupas Bolsas Triplique O Seu Armário,,0,0.1,BW Boutique,N/A,N/A,N/A,N/A,N/A,N/A,16.2,5
1690,Roupa Smash The Cake Safari 1 Ano Com Chapéu,,0,0.0,Amohr e Arte,N/A,Bebês,N/A,N/A,N/A,N/A,149.0,5
1691,Bermuda Masculina Sarja Brim Cores Barata Elastano 3 Bolsos,4.6,5,0.0,Estilo de roupas,Algodão,Masculino,Primavera/Verão,Pedi de 3 cores e vieram de 3 tamanhos.,Produto de acordo com o oferecido.,N/A,43.99,100
1692,Binder Com Alça - Esconde Reduz Pressiona Volume Peito Trans,4.2,70,0.05,Slim Fitness,N/A,Sem gênero,N/A,"O produto é bom, bem costurado e tudo, mas não é um binder, é só uma blusa que comprime um pouco o abdômen, o binder em si comprime mais o área do tórax, a parte onde deveria comprimir no tórax era tão fina que até da pra ver o meu mamilo. O produto é bom só que não é um binder de compressão de seios.","Não é um binder, o produto é ótimo, costuras ótimas, mas não chega perto de ser binder, pra quem busca usar ela pra deixar tudo nos conformes é ótima, pra binder jamais.",Sempre tive dificuldade de praticar esportes por conta do tamanho do seio. E o uso do binder me proporcionou maior conforto e mobilidade.,49.4,1000
1693,Calça Jeans Boot Cut Cintura Alta Feminina Índigo Sawary,4.3,92,0.29,Sawary,Algodão,Feminino,Outono/Inverno,"O tecido é muito fino. Não é um jeans e nem poderia ser anunciado como tal. É uma mistura de jeans, poliéster e elastano e a calça é frágil. Não gostei, infelizmente. Tive que devolver.",Achei o tecido do jeans muito fino. Esperava uma qualidade melhor.,"Adorei,caimento perfeito.",152.0,100
1694,Roupas Infantis Menina Brinquedo Poppett Toy Fidget +tiara,4.0,10,0.0,Thalyane Teen Kids,N/A,Meninas,N/A,O conjunto é bonito mais o tamanho do short é muito pequeno e olha que minha filha é bem magrelinha rs.,"Produto como na foto mt lindo.
Minha filha amou super satisfeita com minha compra.","Tecido muito ruim, não recomendo e não compraria novamente! o short enlargueceu todo na primeira lavagem, ficou igual roupa velha!.",89.1,50
1695,Conjunto Mauricinho Floral Roupa Menino Infantil Verão,,0,0.05,bacana baby,Poliéster,Meninos,Primavera/Verão,N/A,N/A,N/A,89.4,5
1696,Kit 3 Calça Legging Feminina Suplex Aumenta Bumbum Cós Alto,3.8,5,0.0,M D F,Suplex,Feminino,N/A,Produto maravilhoso veste muito bem adorei.,"Produto ruim,costura mal feita.",São ótimas.,89.9,5
1697,Manguito Braço+pernito Perna Proteção Pescaria - Roupa Pesca,4.0,4,0.0,VL Fishing,N/A,N/A,N/A,"Ficou grande, folgado.",N/A,N/A,59.9,25
1698,Calça Jeans Feminina Cintura Alta Com Lycra Premium,,0,0.0,Stillger,Algodão,Feminino,Outono/Inverno,N/A,N/A,N/A,54.35,5
1699,Short Saia Fitness Bolso Roupa Feminina Academia Branco,,0,0.0,ElementFit,Poliamida,Feminino,N/A,N/A,N/A,N/A,78.32,2
1700,Conjunto Poderoso Chefinho Temático,4.8,116,0.0,Roupas Poderoso Chefinho,N/A,Bebês,N/A,"A roupa é linda, porém a forma é pequena. Comprei o tam 2 pro meu filho usar na festa de 1 aninho dele e ficou a conta. Aconselho a comprar dependendo se for uma criança grande até 2 números maiores por exemplo: se a criança tem 2 anos comprar tam 4, se tiver 3 anos comprar tam 6. Tirando isso ficou maravilhoso e a gravata muito linda.",Perfeito.,"Eu amei, super recomendo 🥰.",131.9,500
1701,Pijama Masculino Plus Size Adulto Blusa Manga Curta E Shorts,4.6,15,0.0,Paraíso da Lingerie,N/A,Masculino,N/A,"Ótimo! grande meu pai ama, comprei 2 ja.","Muito bom , cliente satisfeito recomendo sim.",Muito bom.,54.99,100
1702,Tapa Bunda  Preto Lenço Dry Fit Agachamento Academia Malhar.,,0,0.12,AK! STORE,N/A,Feminino,N/A,N/A,N/A,N/A,33.39,100
1703,Bermuda Jeans Plus Size Feminino Cintura Com Elastano Levant,4.4,14,0.0,Stillger,Jans,Feminino,Primavera/Verão,Gostei muito.,"Exatamente o que está na foto, tem bastante lycra. Fica bem modelado no corpo tenha 85 kilos peguei 44 ficou perfeita.",Boa noite as bermudas serviu certinho eu adorei ficou perfeito super recomendo até até a próxima obrigado 😃.,60.84,50
1704,Calça Pantalona Feminina Cintura Alta Roupa Linda Instagr 07,,0,0.0,Estilo.b,Viscose,Feminino,Primavera/Verão,N/A,N/A,N/A,50.64,1
1705,Macacão Macaquinho Roupa De Bebê 9 Peças Calor Algodão Promo,4.6,116,0.0,Destaque Infantil,suedine,Bebês,Primavera/Verão,"O tecido permite a transpiração ,as estampas são lindas e o custo benefício ótimo.
Minha bebê ficou muito linda. Comprei de 6 a 9 meses g, ficou ótimo pra ela que tem 7k.","Estou apaixonada, tecido grosso muito bom a qualidade é impecável. Voltarei a comprar mais.",N/A,140.0,500
1706,Kit 6 Cuecas Box Sem Costura Boxer Lupo Microfibra Original,4.7,76,0.15,Lupo,Microfibra,Masculino,Primavera/Verão,"Muito bom, comprei a mais o menos 5 mês atrás e nem uma deu problema, recomendo a todos.","De boa qualidade, excelente produto, confortável e esta no preço bom, já usei outras marcas e não tive a mesma satisfação.","Comprei o produto de acordo com os comentarios que li, pode ate ser original, mas a qualidade e bem inferior a das que comprei diretamente em uma na loja da marca e por uma diferenca de preço minima, sem contar que ao vestir nao me deixou confortavel como as que ja tenho, mas como ja usei nao solictar a troca.",183.6,1000
1707,Conjunto Roupa Patrulha Canina Festa Aniversário Vermelho,,0,0.0,Nz Kids,Poliéster,Meninos,Primavera/Verão,N/A,N/A,N/A,132.9,2
1708,Roupa De Cozinha  Dolma Chef Confeiteiro + 2 Chapeu,5.0,1,0.05,Maabsolut,Poliéster,N/A,N/A,Excelente adorei!!.,N/A,N/A,145.75,4
1709,Kit 3 Calças Plus Size Jeans Skinny C/ Lycra Modeladora Dins,3.1,11,0.0,Variados Moda Feminina,Jeans,Feminino,Primavera/Verão,Olha é a primeira compra no mercado livre que me decepcionou pedir um número 54 só veio uma no tamanho 54 e duas bem grandes qui tenho certeza que é tamanho 56 e as cores n veio como eu pedir 😪.,"Apenas uma calça das 3 serviu a preta, as outras duas vieram bem menores, a branca e a jeans azul escuro.",Adorei e um jens bem leve.,197.5,50
1710,Kit Macacão De Apicultura Fumigador Para Tirar Abelhas Luva,,0,0.0,Zatti Indústria e Comércio Ltda. e Arclan EPI,Algodão (100% Brim),Sem gênero,N/A,N/A,N/A,N/A,399.9,5
1711,Kit Roupa Infantil Bermuda Moletom + Relógio A Prova D´agua,,0,0.0,Warm,Algodão,Masculino,Primavera/Verão,N/A,N/A,N/A,66.99,4
1712,Kit 5 Laços  No Bico De Pato Forrado Cabelo Bebê Infantil,,0,0.0,Petit Malu,N/A,Bebês,N/A,N/A,N/A,N/A,39.9,5
1713,Calça Feminina Gorgorão Canelado Grosso Roupa De Academia,4.0,4,0.0,REMANESCENTE,Poliéster,Feminino,N/A,É muito linda de ótima qualidade recomendo.,"Perfeito. Tamanho, cor, qualidade e conforto. Amei!!!.",Perfeito 👏👏👏👏👏.,45.9,50
1714,"Calça Caqui, Roupa Presidiário Detento Preso P- M- G- G G",4.3,67,0.0,funny,BRIM- ALGODÃO,Sem gênero,N/A,Bom otimo perfeito aconselho a todos comprar.,Produto conforme descrito. Gostei.,Pequeno para o tamanho g propaganda enganosa.,49.9,1000
1715,Bermuda Jeans Feminina Básica Cintura Alta Lycra Plus Bdj161,,0,0.0,Confidencial Extra,JEANS COM LYCRA,Feminino,Primavera/Verão,N/A,N/A,N/A,78.2,5
1716,Uniforme Infantil Palmeiras Personalizado Nome E Número,,0,0.0,Sports Shops,N/A,Sem gênero infantil,N/A,N/A,N/A,N/A,86.5,50
1717,Conjunto Roupa De Protecao P/ Defensivos Veneno Completo,4.2,27,0.0,DESCARTES,Algodão,Sem gênero,N/A,Bom so a linha pra costura e fraca.,"Produto perfeito, exatamente como descrito e de ótima qualidade.",Ñ recomendo com menos de 1 mês de comprado a calça rasgou tudo.,155.9,100
1718,Conjunto Masculino Infantil Juvenil Exclusivo Camiseta Short,4.5,363,0.0,Th Shopping,Algodão,Meninos,N/A,Ótimo produto meu filho tem 10 anos comprei 14 ficou muito bom.,"No primeiro momento imaginei que não fosse dar no meu filho. Mas caiu super bem nele.
Produto mto bom. Super recomendo meu filho adorou.","Achei que o caimento ficou muito bom , só deveriam melhorar no material da camisa menos elastano,mas fora isso gostei bastante 😊.",44.0,1000
1719,4 Shorts Saia Atacado Curto Cintura Alta Feminino Estampado,,0,0.0,Kit Shorts Saia Academia Fitness Atacado,Poliéster,Feminino,Primavera/Verão,N/A,N/A,N/A,75.5,1
1720,Conjunto Calça Blusa Térmica Roupafrio Segunda Pele Feminino,4.0,16,0.44,Hangar Moriah,Composição: 92% poliester 8% spandex,Feminino,Outono/Inverno,"A blusa é ótima pq realmente é termica, mas a calça é pura mentira nada mais que uma meia calça que nem. Forrada é como a blusa. E só. Meia é pequena veio com diferença de tamanho nas pernas.",Muito boa recomendo compraria de novo.,"Gostei bastante! não muito bom, tecido fino, mas atende ao esperado.",139.32,100
1721,Kit 3 Calça Jeans Masculina Tradicional  Original - Sortidas,4.6,1240,0.08,Almix,Jeans,Masculino,Primavera/Verão,"Atendeu minhas expectativas. O tecido é um pouco fino, porém está dentro do esperado e tem qualidade com elastano. É bem confortável, eu tenho porte grande, e o produto me serviu com conforto. Comprei principalmente por ser um produto brasileiro! devemos nos valorizar sempre! só assim teremos como estimular a indústria nacional por termos produtos de qualidade e bom preço. Obrigado.","Muito boas! material excelente e confortável. Pra quem não gosta de calça apertada, prefere o modelo de calça tradicional, como meu esposo, essa calça é perfeita! comprei o tamanho certo e ficou ótima.
Voltarei a comprar com certeza!.","Produto de muito boa qualidade,comparando com o preço da promoção valeu muito a pena, tenho 1. 80mt peso 80 kl comprei todas com o número 44 pra mim que gosto da calça mais folgada ficou perfeito, já para quem gosta da calça mais justa o número 42 com certeza também fica ótimo pois as calças também tem elastano, com certeza compraria novamente,e super recomendo,com certeza vale a pena.",189.88,5000
1722,Lacre De Autenticidade Segurança Inviolável Tag Roupas 1.000,4.9,70,0.36,Lacres de autenticidade tag de roupas segurança kit 1.000un,N/A,Sem gênero,N/A,"Ótimo.
Super recomendo.",Bom.,"Produto ótimo,delicado ,e vem certinho. Comprarei mais.",46.1,1000
1723,Short Jeans Feminino Sem Lycra Cintura Alta Barra Dobrada,4.3,299,0.07,Stillger Jeans,Algodão,Feminino,Primavera/Verão,N/A,Pra quem usa 36 e bom pega 34 veio muito grande.,Amei.,45.41,1000
1724,Saco De Dormir Bebê Cobertor Enroladinho Saída Maternidade,4.8,486,0.16,Atelie Mundo Daju,N/A,Bebês,N/A,"Achei muito legal porem acho que do lado de dentro deveria ser algum tecido que ficasse quentinho tambem , porque o quentinho é do lado de fora , tentei inverter mais nao da !.
Dentro vcs deveria colocar algo quentinho ! algum tecido mais quente pra forrar dentro.","Minha nora adorou, tem feito muito frio, coloca sempre o azul, que é menor, lava e coloca novamente! ele está quentinho! este marrom demora um pouquinho pra usar, ele está com 2 semanas de vida apenas!.","Gostei bastante, era o que eu esperava !.
Pelo de carneiro e fofinho, parece bem quentinho.",96.39,1000
1725,Shorts Tactel Masculino Com Cordão Regulável Plus Size Lisa,,0,0.0,Aerre,Poliéster,Masculino,Primavera/Verão,N/A,N/A,N/A,45.99,25
1726,Kit Conjunto Infantil Do Barcelona,,0,0.0,MD multimarca,N/A,Masculino,N/A,N/A,N/A,N/A,79.0,1
1727,Blusa Scrub Pijama Cirurgico Scrub Masculino Azul Marinho,,0,0.0,VM Jalecos e Acessorios,Two Way,Masculino,N/A,N/A,N/A,N/A,69.5,25
1728,Calça Mom Consciencia Jeans 00101 Jeans Medio,4.7,6,0.2,Consciência,Algodão orgânico,Feminino,Outono/Inverno,Excelente qualidade e design.,"Eu amei a calça ela não tem elastano,mais e um tecido que fica confortável no corpo,so um porém não é a mesma da foto,mais eu achei linda a q veio🥰.","É diferente da foto, não tem esses detalhes de destroyed nos bolsos e também em achei que pega um pouco embaixo, mas tá ok pela qualidade do jeans.",153.19,25
1729,Bermuda Masculina De Moletom Treino Fitness Vira Lata Wear,,0,0.1,Vira Lata Wear,Algodão,Masculino,Primavera/Verão,N/A,N/A,N/A,49.91,50
1730,Bermuda Masculina Adulto Em Brim E Sarja Colorida Barata,4.7,342,0.0,Bamborra,Algodão,Masculino,N/A,"Produto de ótima qualidade,ainda não lavei ,mas creio que não vai desbotar, é muito bonita e veste bem,a cor é maravilhosa,um vermelho bem vivo,meu marido amou,eu indico.","Produto muito bom. Tecido de qualidade, caimento muito bom e confortável. Surpreendido.","Bermuda linda, tecido de qualidade, veste super bem, o tamanho veio perfeito, é só seguir a tabela de medidas.",59.0,1000
1731,Kit 21 Pçs Maternidade Roupa De Bebê Frete Gratis,4.4,3043,0.27,Batutinhas Baby,N/A,Bebês,N/A,"Olha, a qualidade de todos os produtos não é a mesma, veio produtos de marcas diferentes. As cores totalmente diferente da descrição do produto, as meias desse kit vieram gigantes. Obs: pedi um kit p e veio do tamanho que minha filha só vai usar aos 5 meses de vida, acho que só jogaram as roupas dentro do pacote sem nem olhar se era de meninas ou menino.
Não compraria de novo não.",Ótimo produto apesar de meu bebê chegar só em janeiro mas o kit é muito bom vi alguns comentários negativo mas conhecendo a marca é ótima vou comprar agora os macaquinhos é muito mais vantajoso comprar por aqui do que comprar em uma loja física que vamos gastar mais do que devíamos por aqui comprando o kit é ótima opção não se deixe levar pelas opiniões negativas as roupinhas são de boa qualidade em breve eu volto pra comprar mais pois vale muito a pena.,"Pelo o valor não dava pra ser melhor mesmo,mas as luvas e a toucas não cabem nem em mãos de bonecas muito pequena.",111.0,10000
1732,Body Bebê Vovô Vovó Preparem O Colinho Pois Estou A Caminho,4.7,89,0.14,Fantastic Baby Fashion,N/A,Bebês,Primavera/Verão,N/A,Perfeitos 😍.,Lindo.,25.27,1000
1733,Kit 3 Conjuntos Menina Calça Legging Roupa Infantil Verão,,0,0.0,Analê,N/A,Bebês,N/A,N/A,N/A,N/A,99.9,5
1734,Moletom Blusa Roupa Casaco Lobo Azul 3d Full Novidade .,4.4,29,0.0,FULLNESS,Poliéster,Sem gênero,N/A,"Muito bom, super recomendo.","Minha família adorou o moletom , estilosa , quentinha. Top. Voltaremos a comprar.",Ótimo produto índico a todos.,78.32,100
1735,Capa Exu Manto Preta/vermelha Cetim Gola Dura A Escolher,4.7,9,0.08,Roupa Rasgada,N/A,Sem gênero,N/A,Paguei por uma capa dupla face preta e vermelha e veio toda preta.,Produto de ótima qualidade indico a todos.,N era o q eu queria! mas o q precisava!rs.,79.87,25
1736,Bermuda Olympikus Essential 9 Preta,,0,0.0,Olympikus,Poliéster,Masculino,Primavera/Verão,N/A,N/A,N/A,78.99,5
1737,Roupa De Ração Masculino - Bata + Calça Em Oxford,4.1,25,0.0,JADE OUTLET,"MICROFIBRA PREMIUM,conjunto branco, conjunto de ração branca, conjunto umbanda, roupa de umbanda, roupa candomblé, roupa de santo, roupa masculina",Masculino,Primavera/Verão,Péssimo.,Material pequeno demais quanto ao tamanho descrito.,Material muito bom e confortável 😃.,56.5,100
1738,Kit 10 Cuecas Boxer Keeper Algodão Cotton Original Box,,0,0.0,Keeper,Algodão,Masculino,Primavera/Verão,N/A,N/A,N/A,197.89,2
1739,Top De Academia Plus Size Sem Bojo Alça Larga Roupa Fitness,5.0,1,0.0,Terra e Mar Modas,90% POLIAMIDA / 10% ELASTANO,Feminino,N/A,Muito bom irei comprar outros.,N/A,N/A,39.99,5
1740,Short Saia Rodado Fitness Feminino Roupas Para Academia,4.9,18,0.22,Akorio,Poliéster,Feminino,Primavera/Verão,Amei o pano é maravilhoso.,Dei de presente.,"Simplesmente maravilhosa, uso 42 e a g ficou bem justa, mas sei que a tendência do tecido e dar uma laciada após a lavagem, a qualidade do tecido surreal, amei, vou comprar outras cores assim que possível.",37.19,100
1741,Calça Capri Under Armour Heat Gear Hi Feminina Preta,,0,0.0,Under Armour,Poliéster,Feminino,Outono/Inverno,N/A,N/A,N/A,218.0,1
1742,Roupa Aniversário Menino Camisa Curta Safari Bermuda Caramel,,0,0.0,DeAaZConjuntos,N/A,Bebês,N/A,N/A,N/A,N/A,120.9,1
1743,13  Saco Para Roupa Suja Viajem Mala Tnt  -gg - 85x70,,0,0.0,SUBLIMATEX,N/A,Sem gênero,N/A,N/A,N/A,N/A,257.9,1
1744,Combo 4 Bermudas Plus Size Até O Joelho Estampada Cós Alto,4.1,39,0.1,Kit Bermuda Feminina Academia Ginástica Atacado,Poliéster,Feminino,Primavera/Verão,Comprei 3g e ficou certo na cintura mas acho que 2g ficaria melhor peso 90k.,"Além do material não ser o anunciado, a costura de carregacão, desculpe mas péssima qualidade, costumo comprar através do ml mas agora a qualidade do vestuário e calçados deixam muito a desejar.",Todas maravilhosas.,116.62,100
1745,Kit Lote 10 Conjuntos Infantil Masculino Ou Feminino Atacado Revenda De Roupas Infantis Baratas Menino E Menina Verão,4.5,430,0.1,Mega Kids,N/A,Sem gênero,N/A,"Ótimo custo benefício ideal para usar em casa e se duvidar dá até para sair. O meu filho tem 1 ano e 8 meses , comprei de 3 anos e ficou só um pouquinho grande, porém ele já está usando. Acredito que se eu comprasse 2 anos ficaria pequeno ou usaria por pouco tempo. Recomendo.","Lindos!!! todos os conjuntos são lindos. De tamanho excelente. Vieram todos lindos, variados, de cores e estampas bonitas.","Amei. Ficaram perfeitos! minha filha tem 5 anos, comprei de 8 anos, mas ela é grande e gordinha então ficaram perfeitos.",239.91,1000
1746,Roupa Térmica Plus Size Masculina Blusa Com Calça Peluciados,4.9,30,0.42,conjunto termico forrado,N/A,Masculino,Outono/Inverno,"Ótima qualidade, grosso, bem feito. Muito bom.","Recomendo a todos!.
Peguei -2c e me atendeu muito bem. Não passei frio.","Comprei 2 tamanhos maiores para ficar folgado, muito boa qualidade e acabamento.",132.56,100
1747,Kit 3 Calça Jeans Feminina Levanta Bumbum Cintura Alta,4.4,90,0.08,Stillger,Algodão,Feminino,Outono/Inverno,"Comprei tamanho 40, ela parece 38 , muito pequena , o decido mais ou menos, ainda não foi usado , tô esperando minha filha experimentar pra saber se coube nela , o valor valeu apena , se não der nela tem como trocar ?.","Amei as calça confortáveis, jeans perfeito.","As calças são boas, mas comprei todas no tamanho 42 e cada uma veio de um tamanho diferente, a azul claro é jeans com elastano é um tamanho bem pequeno serve para quem usa 36/38, a azul marinho é parecido com sarja é um tamanho médio pra quem usa 40, e a preta é sarja é o tamanho certo.",175.82,500
